text_chunk_id,product_id,original_doc_id,source_file,text_type,aspect,sentiment,text_content,highlight,image_filename
chunk_4d858924-c320-41d3-a9f9-4db725b3bc70,B0CCZ26B5V,196fb15a-beea-4fcf-92e1-27ce9a3de4bb,customer_reviews.csv,review_snippet,Comfort,Positive,"""Quality - Nice for starters. Premium-ish feel but decent. Light and comfortable . BT connectivity - Just fine....""",comfortable,
chunk_c14feecb-e0aa-40b8-b579-161e6b3ac904,B0CCZ26B5V,e9e4a9b2-0f83-49e7-9d1d-3b11c22fbe57,customer_reviews.csv,aspect_summary,Value for money,Positive,Customers find these headphones worth their price.,,
chunk_ff8bdf81-30cc-43e5-b04e-f5c1472b58bb,B0CCZ26B5V,e9e4a9b2-0f83-49e7-9d1d-3b11c22fbe57,customer_reviews.csv,review_snippet,Value for money,Positive,"""...for around 17k after card discounts and everything, it is a really good price to own a ""Bose"", if you know what i mean....""",good price,
chunk_b871e36b-cdd2-4cd1-95e7-841309f3274e,B0CCZ26B5V,e9e4a9b2-0f83-49e7-9d1d-3b11c22fbe57,customer_reviews.csv,review_snippet,Value for money,Positive,"""...The best reason was to get it at a very low price during the sale. Lower than I spent for the qc45s....""",very low price,
chunk_2707fe0a-0307-48c3-924c-3372e3b36402,B0CCZ26B5V,e9e4a9b2-0f83-49e7-9d1d-3b11c22fbe57,customer_reviews.csv,review_snippet,Value for money,Positive,"""...But i still went for it trusting this brand and trust me its worth the price ..Amazing sound quality and perfect bass....""",worth the price,
chunk_e63db362-4a0e-4581-b25e-580286ef19ab,B0CCZ26B5V,ecd4741a-2661-4c08-b29b-c2ecfc2c2b11,customer_reviews.csv,aspect_summary,Quality,Positive,"Customers find these headphones to be of good quality, with one customer specifically praising the noise cancellation feature.",,
chunk_73b679a9-d506-4f4a-947d-3a5b86af11bd,B0CCZ26B5V,ecd4741a-2661-4c08-b29b-c2ecfc2c2b11,customer_reviews.csv,review_snippet,Quality,Positive,"""Quality - Nice for starters. Premium-ish feel but decent . Light and comfortable. BT connectivity - Just fine....""",decent,
chunk_89997339-0037-42cd-9c9d-c747b41ad7b0,B0CCZ26B5V,ecd4741a-2661-4c08-b29b-c2ecfc2c2b11,customer_reviews.csv,review_snippet,Quality,Positive,"""...But these are more comfortable. And nc is pretty good . Battery is alright. 22 hours I got. Great for travel. For audio?? Not so much....""",nc is pretty good,
chunk_c4834026-7dec-42a3-b20a-eea1bd1650e8,B0CCZ26B5V,ecd4741a-2661-4c08-b29b-c2ecfc2c2b11,customer_reviews.csv,review_snippet,Quality,Positive,"""... All good , happy that bought""",All good,
chunk_050f40cd-2e18-4abd-a513-62c3c35ad0c8,B0CCZ26B5V,b2194da0-6961-4a5a-be9f-83395022dcb5,customer_reviews.csv,aspect_summary,Battery life,Positive,Customers are satisfied with the headphones' battery life.,,
chunk_033d3a2b-7122-4940-b708-f6198a16a3eb,B0CCZ26B5V,b2194da0-6961-4a5a-be9f-83395022dcb5,customer_reviews.csv,review_snippet,Battery life,Positive,"""...Super cool sound quality, perfect battery performance . no connection losing issues with my Samsung S23 even while sitting in a deferent room....""",perfect battery performance,
chunk_06bd9812-c3c9-4d61-a44c-f0fb84402834,B0CCZ26B5V,b2194da0-6961-4a5a-be9f-83395022dcb5,customer_reviews.csv,review_snippet,Battery life,Positive,"""...Lastly the battery life is great . People have written reviews regarding the battery, you must check those out. Cheers!""",battery life is great,
chunk_8bce535f-fb1b-4789-adb6-0ea97ac091a8,B0CCZ26B5V,b2194da0-6961-4a5a-be9f-83395022dcb5,customer_reviews.csv,review_snippet,Battery life,Positive,"""...But these are more comfortable. And nc is pretty good. Battery is alright . 22 hours I got. Great for travel. For audio?? Not so much....""",Battery is alright,
chunk_cfcb7386-9821-48da-a3e6-c49a69ea6e33,B0CCZ26B5V,fa163d13-b564-4c94-b76c-ef1c0fe7e7fa,customer_reviews.csv,aspect_summary,Weight,Positive,"Customers appreciate that the headphones are lightweight, with one mentioning they sit comfortably on the head.",,
chunk_48cb859c-9afc-43f8-9ffa-e2fd997a5465,B0CCZ26B5V,fa163d13-b564-4c94-b76c-ef1c0fe7e7fa,customer_reviews.csv,review_snippet,Weight,Positive,"""...being less is a great factor when it comes to comfort, they sit so lightly on the head and the earcups are large enough that there is no touching...""",sit so lightly on the head,
chunk_aef4d235-647a-4e5d-a806-09e449757543,B0CCZ26B5V,fa163d13-b564-4c94-b76c-ef1c0fe7e7fa,customer_reviews.csv,review_snippet,Weight,Positive,"""...With their lightweight design , they’re perfect for extended use without discomfort. The cups go around the ears and sit comfortably....""",lightweight design,
chunk_f66828f5-806a-4ad1-8f2d-0db20ca54017,B0CCZ26B5V,fa163d13-b564-4c94-b76c-ef1c0fe7e7fa,customer_reviews.csv,review_snippet,Weight,Positive,"""Quality - Nice for starters. Premium-ish feel but decent. Light and comfortable. BT connectivity - Just fine....""",Light,
chunk_af9a28ad-b8ae-429b-8781-2386161ddbdd,B0CCZ26B5V,dd1b749d-c798-41a4-87af-09a30e49cede,customer_reviews.csv,aspect_summary,Connectivity,Positive,"Customers appreciate the headphones' Bluetooth connectivity, with one mentioning there are no connection losing issues.",,
chunk_569342de-6272-4537-a094-889310e6161b,B0CCZ26B5V,dd1b749d-c798-41a4-87af-09a30e49cede,customer_reviews.csv,review_snippet,Connectivity,Positive,"""...Very comfortable to wear. Good connectivity for Bluetooth .""",Good connectivity for Bluetooth,
chunk_aa1c9aa9-3f6d-4022-ae9f-217c79869688,B0CCZ26B5V,dd1b749d-c798-41a4-87af-09a30e49cede,customer_reviews.csv,review_snippet,Connectivity,Positive,"""...Super cool sound quality, perfect battery performance. no connection losing issues with my Samsung S23 even while sitting in a deferent room....""",no connection losing issues,
chunk_1676cdc3-54f4-43b7-abab-d6b5056eba68,B0CCZ26B5V,dd1b749d-c798-41a4-87af-09a30e49cede,customer_reviews.csv,review_snippet,Connectivity,Positive,"""...Premium-ish feel but decent. Light and comfortable. BT connectivity - Just fine....""",BT connectivity,
chunk_5d86bacf-2b37-4c31-8d55-e509a157b417,B0CCZ26B5V,53a00fa7-7d59-49a3-b191-4774c5d6afc9,customer_reviews.csv,aspect_summary,Sound quality,Mixed,"Customers have mixed opinions about the headphones' sound quality, with some praising the great sound and noise cancellation, while others report that the noise cancellation feature doesn't work.",,
chunk_57ca26df-d23d-4a01-9e80-f0bb6e0b02bb,B0CCZ26B5V,53a00fa7-7d59-49a3-b191-4774c5d6afc9,customer_reviews.csv,review_snippet,Sound quality,Mixed,"""...10 The noise cancelling is better than the XM4s by like a good 10-15%, you can tell difference in the first few seconds of...""",noise cancelling is better,
chunk_48ea2546-be10-44bb-aa58-218a1914ff2a,B0CCZ26B5V,53a00fa7-7d59-49a3-b191-4774c5d6afc9,customer_reviews.csv,review_snippet,Sound quality,Mixed,"""...Very good build quality, sound is top notch , battery charges quickly and lasts for days. Very comfortable to wear. Good connectivity for Bluetooth.""",sound is top notch,
chunk_986bc78c-dc8e-4606-966c-173ad9150fc0,B0CCZ26B5V,53a00fa7-7d59-49a3-b191-4774c5d6afc9,customer_reviews.csv,review_snippet,Sound quality,Mixed,"""Although loudness could be a bit more , everything else about this headphone kicks a$$""",loudness could be a bit more,
chunk_0a25b4d4-b45b-49e5-87f9-62df69e272cb,B0CCZ26B5V,ac8c6253-4ed3-43e9-87d4-52db0fd5fa37,customer_reviews.csv,aspect_summary,Build quality,Mixed,"Customers have mixed opinions about the headphones' build quality, with some praising their solid construction and decent materials, while others find them fragile.",,
chunk_9e3dcf08-7fb3-4dc3-b12b-ffcc618b21f0,B0CCZ26B5V,ac8c6253-4ed3-43e9-87d4-52db0fd5fa37,customer_reviews.csv,review_snippet,Build quality,Mixed,"""After two years of usage, it still looks and feels new. Very good build quality , sound is top notch, battery charges quickly and lasts for days....""",Very good build quality,
chunk_4955da39-7824-4efb-8a72-e13151887284,B0CCZ26B5V,ac8c6253-4ed3-43e9-87d4-52db0fd5fa37,customer_reviews.csv,review_snippet,Build quality,Mixed,"""... Fantastic build quality . Touch works just fine. Wow 👏🏻 Boss Rocks....""",Fantastic build quality,
chunk_4c8e630c-3cef-40ea-9d62-bb831940bb9c,B0CCZ26B5V,ac8c6253-4ed3-43e9-87d4-52db0fd5fa37,customer_reviews.csv,review_snippet,Build quality,Mixed,"""...The plastics were feeling a little cheap and the voice that says pairing and connected is a little annoying and sounds like those cheap Chinese...""",plastics were feeling a little cheap,
chunk_85b659cf-092a-4d8a-882f-9b762394bd2a,B0D4ZCH5HS,0450f25e-4200-4bfd-bbd9-b70ce3d6e3b0,customer_reviews.csv,aspect_summary,Comfort,Positive,"Customers find these headphones comfortable, with one mentioning they fall asleep without ear pain, and another noting the perfect fit is crucial for comfort.",,
chunk_f5f051b4-1c67-4904-84e2-9e73497a95e6,B0D4ZCH5HS,0450f25e-4200-4bfd-bbd9-b70ce3d6e3b0,customer_reviews.csv,review_snippet,Comfort,Positive,"""...3. Designed for comfort and fit: Lightweight with a cushioned headband and ear pads hinged to an articulated aluminium frame, QC Ultras are designed...""",cushioned headband,
chunk_feaaca0b-c7e2-48f3-90fa-2c159dd649b8,B0D4ZCH5HS,0450f25e-4200-4bfd-bbd9-b70ce3d6e3b0,customer_reviews.csv,review_snippet,Comfort,Positive,"""...The combination of sound quality, comfort , and advanced features makes these worth every penny....""",comfort,
chunk_4e9d2735-8416-4aa6-9315-c10fa45a9858,B0D4ZCH5HS,0450f25e-4200-4bfd-bbd9-b70ce3d6e3b0,customer_reviews.csv,review_snippet,Comfort,Positive,"""...3. Comfort: Super comfy ! Lightweight with soft ear pads, these are perfect for long listening sessions without any ear fatigue. 4....""",Super comfy,
chunk_86904682-f306-4aa8-854c-25d71440509d,B0D4ZCH5HS,2ea2ba77-17cb-4ecf-a494-e76156c6fac1,customer_reviews.csv,aspect_summary,Quality,Positive,Customers find these headphones excellent in performance.,,
chunk_f71033f7-5402-4073-860b-b57328406af2,B0D4ZCH5HS,2ea2ba77-17cb-4ecf-a494-e76156c6fac1,customer_reviews.csv,review_snippet,Quality,Positive,""" Best headphones ever . Got these for 23K in an Amazon sale.""",Best headphones ever,
chunk_cd1ea7ad-21b5-416d-8798-48298168b3eb,B0D4ZCH5HS,2ea2ba77-17cb-4ecf-a494-e76156c6fac1,customer_reviews.csv,review_snippet,Quality,Positive,"""...Noise cancellation is really top notch. Too good .""",Too good,
chunk_19f8f4f5-190b-4c89-a425-2f5c3b86a9d5,B0D4ZCH5HS,2ea2ba77-17cb-4ecf-a494-e76156c6fac1,customer_reviews.csv,review_snippet,Quality,Positive,""" Great product and good value Delivered as promised in original packing""",Great product,
chunk_cfbcc98b-4351-44fd-9347-2851dae78041,B0D4ZCH5HS,6f17120b-f126-4fb6-b4da-e72a7e1cf0a5,customer_reviews.csv,aspect_summary,Sound quality,Mixed,"Customers have mixed opinions about the headphones' sound quality, with some finding them crystal clear and praising their noise cancellation capabilities, while others report issues with no sound at all and mention problems with weird air passing sounds.",,
chunk_95f3cd7a-6b0c-48b4-b2f5-d09f9cbdfd65,B0D4ZCH5HS,6f17120b-f126-4fb6-b4da-e72a7e1cf0a5,customer_reviews.csv,review_snippet,Sound quality,Mixed,"""...Other than that, the rest is crystal clear to my ears . 2. Active Noise Cancellation: Not seen better ANC in this price range....""",crystal clear to my ears,
chunk_1bef5af2-7e6b-4728-af6a-44912dfc312c,B0D4ZCH5HS,6f17120b-f126-4fb6-b4da-e72a7e1cf0a5,customer_reviews.csv,review_snippet,Sound quality,Mixed,"""...Sound Quality: The sound is nothing short of amazing . Bose has perfected the balance of deep bass, crisp highs, and clear mids....""",sound is nothing short of amazing,
chunk_9f1c59f3-1418-4499-a796-404d85b9779b,B0D4ZCH5HS,6f17120b-f126-4fb6-b4da-e72a7e1cf0a5,customer_reviews.csv,review_snippet,Sound quality,Mixed,"""...2. Noise Cancellation : Bose really nails it with the ANC—it’s strong but smart, adjusting as needed to block out the world....""",Noise Cancellation,
chunk_4596ff92-7b20-43a2-99ab-391b5ab729e5,B0D4ZCH5HS,2aae7a76-3e87-438c-b676-2c33c86a53b9,customer_reviews.csv,aspect_summary,Value for money,Mixed,"Customers have mixed opinions about the headphones' value for money, with some finding them totally worth it while others feel they are not worthy of the price.",,
chunk_f92af71a-51c2-426f-bd7c-f6fbdbf16ff5,B0D4ZCH5HS,2aae7a76-3e87-438c-b676-2c33c86a53b9,customer_reviews.csv,review_snippet,Value for money,Mixed,"""...Despite its exorbitant price , it doesn’t compete with the AirPods Pro 2, which uses the Apple H2 chip....""",exorbitant price,
chunk_8e26aa1f-992c-4217-bad9-ab3a40cb6d0f,B0D4ZCH5HS,2aae7a76-3e87-438c-b676-2c33c86a53b9,customer_reviews.csv,review_snippet,Value for money,Mixed,"""...Got these an attractive price in Feb 2025. 1....""",attractive price,
chunk_e841be93-6bb8-4b8d-9f4e-50c189a927ca,B0D4ZCH5HS,2aae7a76-3e87-438c-b676-2c33c86a53b9,customer_reviews.csv,review_snippet,Value for money,Mixed,"""...4.COMFORTABLE TO WEAR CONS: 1. PRICE BIT HIGHER ( BEST TO BUY AT OFFER SALES) 2.MIC IS BETTER NOT BEST...""",PRICE BIT HIGHER,
chunk_e2ad9d21-5a4f-4e9e-84a0-ce33d7f39825,B0D4ZCH5HS,fb4f2ee8-e200-484d-8de3-feff51bfc030,customer_reviews.csv,aspect_summary,Build quality,Mixed,"Customers have mixed opinions about the headphones' build quality, with some finding them nice and reliable for travel, while others report extremely poor earpads and a flimsy design.",,
chunk_48e21a8a-09cb-4c4d-8c5d-6bf717fb94f7,B0D4ZCH5HS,fb4f2ee8-e200-484d-8de3-feff51bfc030,customer_reviews.csv,review_snippet,Build quality,Mixed,"""...and Build: The sleek, modern design looks fantastic, and the materials feel premium ....""",materials feel premium,
chunk_e5c67c14-0560-4ece-9aa8-583b43b4c051,B0D4ZCH5HS,fb4f2ee8-e200-484d-8de3-feff51bfc030,customer_reviews.csv,review_snippet,Build quality,Mixed,"""...should have multiple touch controls which is lacking, ear cushions are not good and falling apart after 5-6 month of usage, extremely bad customer...""",ear cushions are not good,
chunk_cabe30b4-7870-42a9-84d9-411759c98017,B0D4ZCH5HS,fb4f2ee8-e200-484d-8de3-feff51bfc030,customer_reviews.csv,review_snippet,Build quality,Mixed,"""...2. Noise Cancellation: Bose really nails it with the ANC—it’s strong but smart , adjusting as needed to block out the world....""",strong but smart,
chunk_c1ae28ae-620f-494b-9eff-2e6235ab6dba,B0D4ZCH5HS,040f4055-af66-485a-9413-36a4dad73815,customer_reviews.csv,aspect_summary,Battery life,Mixed,"Customers have mixed experiences with the headphones' battery life, with some reporting good performance while others mention quick drain and issues with battery longevity.",,
chunk_d9d0f5bd-e07f-4954-a616-2be264909504,B0D4ZCH5HS,040f4055-af66-485a-9413-36a4dad73815,customer_reviews.csv,review_snippet,Battery life,Mixed,"""...Battery Life: The battery life is stellar ....""",battery life is stellar,
chunk_8182e2e4-98f2-4e27-a0d3-d1828231fb94,B0D4ZCH5HS,040f4055-af66-485a-9413-36a4dad73815,customer_reviews.csv,review_snippet,Battery life,Mixed,"""...Unfortunately, this did result in some battery drain ....""",result in some battery drain,
chunk_d786c0d5-0b70-44fb-b776-4948ec9fd16a,B0D4ZCH5HS,040f4055-af66-485a-9413-36a4dad73815,customer_reviews.csv,review_snippet,Battery life,Mixed,"""...4. Battery Life : Lasts up to 24 hours with ANC on, and a quick charge is there when you need it. Reliable for travel or just a busy day....""",Battery Life,
chunk_0d8618fc-6be7-4ef4-86fd-ff05d45be038,B0D4ZCH5HS,019ea18b-9230-413f-8979-d8de19634a38,customer_reviews.csv,aspect_summary,Connectivity,Mixed,"Customers have mixed experiences with the headphones' connectivity, with some finding it very good while others report issues, particularly with compatibility with Mac laptops.",,
chunk_88fb58dc-3367-4851-835e-545f2d9fa61b,B0D4ZCH5HS,019ea18b-9230-413f-8979-d8de19634a38,customer_reviews.csv,review_snippet,Connectivity,Mixed,"""...5. Connectivity: The Bluetooth 5.3 is enabled, and it can toggle between two devices at the press of a button (say, phone and laptop). 6....""",toggle between two devices,
chunk_40fe5f8f-a06b-45ef-ab35-85d10be16067,B0D4ZCH5HS,019ea18b-9230-413f-8979-d8de19634a38,customer_reviews.csv,review_snippet,Connectivity,Mixed,"""...However, I did encounter one unusual issue— Bluetooth remained connected for hours even after removing the headphone, instead of disconnecting and...""",Bluetooth remained connected for hours,
chunk_e1e8db6e-5c17-481d-a424-f99916a57055,B0D4ZCH5HS,019ea18b-9230-413f-8979-d8de19634a38,customer_reviews.csv,review_snippet,Connectivity,Mixed,"""...5. Connectivity: The Bluetooth is stable, and it can connect to two devices at once , so you can switch between your phone and laptop easily....""",can connect to two devices at once,
chunk_b7970324-ee54-45cf-abca-c50a8fad9d4a,B0C6KKQ7ND,695003c3-f77e-4fda-beea-9fd49f10849a,customer_reviews.csv,aspect_summary,Quality,Positive,"Customers find these headphones to be of good quality, with one customer noting the premium plastic build and another mentioning they perform better than Sony 720N headphones.",,
chunk_415aa756-edcf-4f3a-a4a3-a1c890b2a892,B0C6KKQ7ND,695003c3-f77e-4fda-beea-9fd49f10849a,customer_reviews.csv,review_snippet,Quality,Positive,"""...☀️ Pros:- ⚒️ First off, they look good. The sleek, modern design , paired with memory foam ear cups, makes them really comfortable, even...""",modern design,
chunk_1d4c06fa-8eac-47e6-b431-bc11bc68a2a3,B0C6KKQ7ND,695003c3-f77e-4fda-beea-9fd49f10849a,customer_reviews.csv,review_snippet,Quality,Positive,"""...Battery life is outstanding, and the design feels premium . Easily one of the best wireless headphones in this price range. Highly recommend!""",design feels premium,
chunk_84067a24-64d3-4f8d-88eb-7fc2bf047e5c,B0C6KKQ7ND,695003c3-f77e-4fda-beea-9fd49f10849a,customer_reviews.csv,review_snippet,Quality,Positive,"""...fan of bass-heavy tunes, the Bass Boost mode will blow you away—it’s powerful and immersive....""",powerful,
chunk_0e77c262-a003-479c-a8e4-75a517474172,B0C6KKQ7ND,18a709c7-4848-4747-87e6-be8f12236de2,customer_reviews.csv,aspect_summary,Value for money,Positive,"Customers find these headphones offer good value for money, with one customer noting the amazing padding and cushion at this price point, while another mentions they sound like headphones costing 1000 Rupees.",,
chunk_4432d153-0fb8-4023-828e-f53547adf2aa,B0C6KKQ7ND,18a709c7-4848-4747-87e6-be8f12236de2,customer_reviews.csv,review_snippet,Value for money,Positive,"""...Easily one of the best wireless headphones in this price range . Highly recommend!""",best wireless headphones in this price range,
chunk_88049fd4-894a-40d5-b274-3fb1e36f5553,B0C6KKQ7ND,18a709c7-4848-4747-87e6-be8f12236de2,customer_reviews.csv,review_snippet,Value for money,Positive,"""...These headphones strike a perfect balance, making them worth every penny . Whether it's crisp highs, rich mids, or booming lows, they won't disappoint.""",worth every penny,
chunk_6d1ccbf1-b717-4436-acbb-4af1bac0412f,B0C6KKQ7ND,18a709c7-4848-4747-87e6-be8f12236de2,customer_reviews.csv,review_snippet,Value for money,Positive,"""...would have preferred hardshell case for travel use, these are expensive headphones . 5....""",expensive headphones,
chunk_6ec0d9ea-fba5-47bc-9ae6-16b603638419,B0C6KKQ7ND,3017bf50-cd30-4abc-a846-dba23b50afff,customer_reviews.csv,aspect_summary,Functionality,Positive,"Customers report that all features of the headphones work well, with one customer specifically mentioning good performance during calls and another noting compatibility with MX Player.",,
chunk_ea8ecc52-a2fe-4861-b206-5a562dfb598c,B0C6KKQ7ND,3017bf50-cd30-4abc-a846-dba23b50afff,customer_reviews.csv,review_snippet,Functionality,Positive,"""...It is working fine and have good sound effects.""",working fine,
chunk_04447c4c-2524-4d93-9da1-a3b2f172fa51,B0C6KKQ7ND,3017bf50-cd30-4abc-a846-dba23b50afff,customer_reviews.csv,review_snippet,Functionality,Positive,"""...They also have useful features like wear detection that automatically pauses audio when we remove the headphone and starts it again when we wear it....""",useful features,
chunk_9173c3cb-341e-4ca5-a12b-0cf5fe31e71f,B0C6KKQ7ND,3017bf50-cd30-4abc-a846-dba23b50afff,customer_reviews.csv,review_snippet,Functionality,Positive,""" all working but youtube cant work with this headphone""",all working,
chunk_8c7a65b7-9c59-4e93-8408-4730e01d94a7,B0C6KKQ7ND,baf3627f-fa0f-408f-bb17-6c8c37a0c464,customer_reviews.csv,aspect_summary,Comfort,Positive,"Customers find these headphones comfortable and soft, with a good fit.",,
chunk_75ac93e9-82e7-498b-9691-cb9856c697ff,B0C6KKQ7ND,baf3627f-fa0f-408f-bb17-6c8c37a0c464,customer_reviews.csv,review_snippet,Comfort,Positive,"""...modern design, paired with memory foam ear cups, makes them really comfortable , even if you're wearing them for hours....""",really comfortable,
chunk_08b4e503-7bcb-47b6-86bf-17185a65ffa9,B0C6KKQ7ND,baf3627f-fa0f-408f-bb17-6c8c37a0c464,customer_reviews.csv,review_snippet,Comfort,Positive,"""...with punchy bass, top-notch noise cancellation, and super comfortable for long use . Battery life is outstanding, and the design feels premium....""",super comfortable for long use,
chunk_fec0ccbe-e110-4fde-a735-dd8f45abb885,B0C6KKQ7ND,baf3627f-fa0f-408f-bb17-6c8c37a0c464,customer_reviews.csv,review_snippet,Comfort,Positive,"""...Build quality is 10/10, bit on the heavier side but I'm comfortable with it , performance is good, connectivity is solid....""",comfortable with it,
chunk_953a796a-2639-4ea4-b75d-34e9386dee32,B0C6KKQ7ND,397f35d0-9061-458e-a215-ca807d59d50d,customer_reviews.csv,aspect_summary,Battery life,Positive,"Customers are satisfied with the headphones' battery life, with one customer noting it performs better than Sony headphones.",,
chunk_4da4a6b1-3936-4fbe-a519-3e6e7acf6156,B0C6KKQ7ND,397f35d0-9061-458e-a215-ca807d59d50d,customer_reviews.csv,review_snippet,Battery life,Positive,"""...🔋 Battery life is a standout feature here up to 20–30 hours with ANC on/off Plus, if you’re ever in a rush, a quick charge gives you several hours...""",Battery life is a standout feature,
chunk_ea2abbb1-9e5e-4d20-bdc2-16dfa58b7b62,B0C6KKQ7ND,397f35d0-9061-458e-a215-ca807d59d50d,customer_reviews.csv,review_snippet,Battery life,Positive,"""... Battery life is outstanding , and the design feels premium. Easily one of the best wireless headphones in this price range. Highly recommend!""",Battery life is outstanding,
chunk_6ce7e603-07d3-41a5-91bb-ab13636744fd,B0C6KKQ7ND,397f35d0-9061-458e-a215-ca807d59d50d,customer_reviews.csv,review_snippet,Battery life,Positive,"""...A little laggy with multiple connectivity. Battery backup , sound & build quality is superb as per price I get .""",Battery backup,
chunk_a47e46f2-4dd7-4cdf-a392-b980312abb16,B0C6KKQ7ND,a0e65e09-c2e9-4630-ac5b-ccf51445c627,customer_reviews.csv,aspect_summary,Sound quality,Mixed,"Customers have mixed opinions about the headphones' sound quality, with some praising the good sound and noise cancellation, while others report that the sound is very low and not suitable for bass enthusiasts.",,
chunk_8573aa48-5b6f-4f9e-a681-6761dade412c,B0C6KKQ7ND,a0e65e09-c2e9-4630-ac5b-ccf51445c627,customer_reviews.csv,review_snippet,Sound quality,Mixed,"""...It does a good job blocking out background noise , .There’s also a transparency mode, which is handy when you need to stay aware of your...""",good job blocking out background noise,
chunk_736bf0fe-9bba-4eca-b72a-f8e5cbbff48b,B0C6KKQ7ND,a0e65e09-c2e9-4630-ac5b-ccf51445c627,customer_reviews.csv,review_snippet,Sound quality,Mixed,"""The Soundcore Space One headphones blew me away! Excellent sound quality with punchy bass, top-notch noise cancellation, and super comfortable for...""",Excellent sound quality,
chunk_1354b726-6639-47e8-89b4-d5c4034310c0,B0C6KKQ7ND,a0e65e09-c2e9-4630-ac5b-ccf51445c627,customer_reviews.csv,review_snippet,Sound quality,Mixed,""" Good sound , bass & mid notes. Especially you can adjust it by own testing with sound core app. A little laggy with multiple connectivity....""",Good sound,
chunk_8e0f5df4-4c1b-433b-810d-7f7b1e441dd8,B0C6KKQ7ND,06febb7a-981e-4f60-a91f-5532edceb963,customer_reviews.csv,aspect_summary,Build quality,Mixed,"Customers have mixed opinions about the headphones' build quality, with some finding them good while others note the plastic construction.",,
chunk_f04cb9f5-d69f-41c8-a5cb-cf8040626ce7,B0C6KKQ7ND,06febb7a-981e-4f60-a91f-5532edceb963,customer_reviews.csv,review_snippet,Build quality,Mixed,"""...Battery backup , sound & build quality is superb as per price I get .""",build quality is superb,
chunk_4c9feed2-fd8d-4e58-af30-c63f996cb79e,B0C6KKQ7ND,06febb7a-981e-4f60-a91f-5532edceb963,customer_reviews.csv,review_snippet,Build quality,Mixed,"""Loved it overall but sound could've definitely been louder. Build quality is 10/10 , bit on the heavier side but I'm comfortable with it, performance...""",Build quality is 10/10,
chunk_3056b09f-05c9-413b-97e8-c0510414a476,B0C6KKQ7ND,06febb7a-981e-4f60-a91f-5532edceb963,customer_reviews.csv,review_snippet,Build quality,Mixed,"""...head’s in a vice, but the build is mostly plastic, which might not feel super premium . 🎷 When it comes to sound, they don’t disappoint....""",might not feel super premium,
chunk_0a2f3d08-3430-4477-a1d5-30e644b1be0c,B0C6KKQ7ND,fc25958d-a7a3-4b95-8310-727c15cd9f2a,customer_reviews.csv,aspect_summary,Connectivity,Mixed,Customers have mixed experiences with the headphones' Bluetooth connectivity.,,
chunk_953eb969-bc93-4539-8748-f532f6306de8,B0C6KKQ7ND,fc25958d-a7a3-4b95-8310-727c15cd9f2a,customer_reviews.csv,review_snippet,Connectivity,Mixed,"""...A little laggy with multiple connectivity . Battery backup , sound & build quality is superb as per price I get .""",little laggy with multiple connectivity,
chunk_97549450-7c5d-4b33-be29-425fe557f660,B0C6KKQ7ND,fc25958d-a7a3-4b95-8310-727c15cd9f2a,customer_reviews.csv,review_snippet,Connectivity,Mixed,"""...heavier side but I'm comfortable with it, performance is good, connectivity is solid . Absolutely love the ""headphone off-music pause"" feature.""",connectivity is solid,
chunk_2a0747ed-d4a5-49e0-aba6-c32e3321f5ab,B0C6KKQ7ND,fc25958d-a7a3-4b95-8310-727c15cd9f2a,customer_reviews.csv,review_snippet,Connectivity,Mixed,"""...worse and not upto the mark having bluetooth 5.3 it still lags in bluetooth connectivity and the app is really bad and requires some upgradation.""",lags in bluetooth connectivity,
chunk_298f0ca2-faa5-4cd9-a2ab-551cdf87a42d,B08G1ZBKGP,36677fbc-8fe7-43c8-92ca-1fb705daa753,customer_reviews.csv,aspect_summary,Quality,Positive,"Customers find these headphones to be of excellent quality, particularly praising their noise cancellation capabilities.",,
chunk_88873198-76d6-400c-ae91-7af633d6ab89,B08G1ZBKGP,36677fbc-8fe7-43c8-92ca-1fb705daa753,customer_reviews.csv,review_snippet,Quality,Positive,"""... ANC is very good for day to day use with a slight chop-off at the base end, but that is anyway not noticeable in a noisy environment....""",ANC is very good for day to day use,
chunk_8dce8fbe-25c7-4642-95f7-d8eef4207824,B08G1ZBKGP,36677fbc-8fe7-43c8-92ca-1fb705daa753,customer_reviews.csv,review_snippet,Quality,Positive,"""Best Product, Best Base , High Quality Sound, High Class Branch, Amazing looks""",Best Base,
chunk_82563d24-adbc-43cc-8e9f-2b922d76f34b,B08G1ZBKGP,36677fbc-8fe7-43c8-92ca-1fb705daa753,customer_reviews.csv,review_snippet,Quality,Positive,"""...It’s a decent one , I did have expectations of it but at this range I wouldn’t have picked this if I tried it out first...""",decent one,
chunk_13186702-a919-4706-bcf8-bb04ff92687b,B08G1ZBKGP,b26f91a8-426a-4106-84e3-badbe273a511,customer_reviews.csv,aspect_summary,Fit,Positive,"Customers like how the headphones fit, with one mentioning they are compact.",,
chunk_008e213f-6068-4085-af51-098685490227,B08G1ZBKGP,b26f91a8-426a-4106-84e3-badbe273a511,customer_reviews.csv,review_snippet,Fit,Positive,"""...It’s does seem a little smaller than the pictures online but fits comfortably Cushions feel good- soft and doesn’t hurt the ears...""",fits comfortably,
